SKU,SIZE,NAME,SOLD_AT,SOLD_PRICE,CONDITION,SOURCE,GENDER,BRAND,SILHOUETTE,COLORWAY,RETAILPRICE,RELEASEDATE,IS_COLLAB,COLLABORATOR,COLOR,SIZE_VALUE,IS_WIDE,IS_UK,IS_EU
FY0403,7.5W,adidas Ultra Boost 21 Triple White (Women's),2021-05-09T23:16:33Z,119,is_new,stockx,women,adidas,UltraBoost 21,Footwear White/Footwear White/Grey Three,180,28-01-2021,FALSE,None,white,7.5,FALSE,FALSE,FALSE
CW4205-100,10.5,Jordan 5 Retro Low Golf Tie Dye,2021-05-09T23:16:35Z,270,is_new,stockx,men,Jordan,Air Jordan 5,Summit White/Deep Royal-Indigo Fog-Lemon Venom,220,07-08-2020,FALSE,None,blue,10.5,FALSE,FALSE,FALSE
378037-117,10.5,Jordan 11 Retro Legend Blue (2014),2021-05-09T23:16:47Z,401,is_new,stockx,men,Jordan,Air Jordan 11,White/Black-Legend Blue,200,20-12-2014,FALSE,None,white,10.5,FALSE,FALSE,FALSE
AJ6910-007,7W,Nike Air VaporMax Flyknit 3 Desert Sand Vivid Purple (Women's),2021-05-09T23:16:52Z,125,is_new,stockx,women,Nike,Air VaporMax,Desert Sand/Vivid Purple-Green Abyss-Desert Sand,190,01-01-2019,FALSE,None,tan,7,FALSE,FALSE,FALSE
AH8047-106,11,Nike Air Span 2 White Neptune Green Persian Violet,2021-05-09T23:17:12Z,72,is_new,stockx,men,Nike,Air Span 2,White/Neptune Green-Persian Violet,95,01-08-2019,FALSE,None,white,11,FALSE,FALSE,FALSE
CU6312-100,11.5,Nike Air Force 1 Low Rose White,2021-05-09T23:17:21Z,150,is_new,stockx,men,Nike,Air Force 1,White/White/University Red-Pine Green,120,25-02-2021,FALSE,None,white,11.5,FALSE,FALSE,FALSE
CZ8659-100,11.5,Jordan 1 Low Nothing But Net,2021-05-09T23:17:26Z,184,is_new,stockx,men,Jordan,Air Jordan 1,White/Dark Obsidian-Team Red,100,27-06-2020,FALSE,None,red,11.5,FALSE,FALSE,FALSE
F36153,12,adidas Ultra Boost 4.0 Black White Speckle,2021-05-09T23:18:06Z,170,is_new,stockx,men,adidas,UltraBoost,Core Black/Core Black/Cloud White,180,01-01-2018,FALSE,None,black,12,FALSE,FALSE,FALSE
AV2187-117,15,Jordan 11 Retro Low Legend Blue,2021-05-09T23:18:20Z,266,is_new,stockx,men,Jordan,Air Jordan 11,White/White-Black-Legend Blue,185,07-05-2021,FALSE,None,white,15,FALSE,FALSE,FALSE
884129-404,6.5Y,Jordan 13 Retro Flint (2020) (GS),2021-05-09T23:18:22Z,200,is_new,stockx,child,Jordan,Air Jordan 13,Navy/Flint Grey-White-University Blue,140,30-05-2020,FALSE,None,blue,6.5,FALSE,FALSE,FALSE
AT7904-104,8.5,Nike Mercurial Vapor 13 Pro Neymar Jr FG Jogo Prismatico,2021-05-09T23:18:35Z,85,is_new,stockx,men,Nike,Mercurial Vapor,White/Racer Blue-Volt-Black,140,06-04-2020,FALSE,None,black,8.5,FALSE,FALSE,FALSE
CJ5396-100,10,Nike Air Penny 5 Dolphins (2020),2021-05-09T23:18:37Z,105,is_new,stockx,men,Nike,Air Penny 5,White/Oracle Aqua-Bombay-Oracle Aqua,160,16-06-2020,FALSE,None,blue,10,FALSE,FALSE,FALSE
315122-001/CW2288-001,9,Nike Air Force 1 Low '07 Black Black,2021-05-09T23:18:41Z,103,is_new,stockx,men,Nike,Nike Air Force 1 Low '07,Black/Black,90,22-09-2017,FALSE,None,black,9,FALSE,FALSE,FALSE
CW4204-100,10.5,Jordan 5 Retro Low Golf Lucky and Good,2021-05-09T23:18:56Z,263,is_new,stockx,men,Jordan,Air Jordan 5,Sail/Starfish-Neptune Green-Obsidian,220,09-11-2020,FALSE,None,blue,10.5,FALSE,FALSE,FALSE
BQ6166-003,8,Nike React Element 55 Black White,2021-05-09T23:19:04Z,140,is_new,stockx,men,Nike,React Element 55,Black/White,130,29-09-2018,FALSE,None,black,8,FALSE,FALSE,FALSE
CV5474-001,9,Nike SB Dunk Mid Griffey,2021-05-09T23:19:06Z,250,is_new,stockx,men,Nike,Dunk SB,Black/White-Black-Fresh Water,115,01-04-2020,FALSE,None,black,9,FALSE,FALSE,FALSE
645107-100,5,Jordan 11 Retro Low White Concord (TD),2021-05-09T23:19:07Z,92,is_new,stockx,toddler,Jordan,Jordan 11 Retro Low,White/Black-Concord,55,18-06-2020,FALSE,None,white,5,FALSE,FALSE,FALSE
EG7597,9.5,adidas Yeezy Boost 700 Inertia,2021-05-09T23:19:25Z,478,is_new,stockx,men,adidas,Yeezy Boost 700,Grey/Grey/Inertia,300,09-03-2019,TRUE,kanye west,grey,9.5,FALSE,FALSE,FALSE
AO1551-101,11,Nike Air Skylon 2 White Black Cool Grey,2021-05-09T23:19:37Z,75,is_new,stockx,men,Nike,Air Skylon,White/Black-Cool Grey,100,01-01-2017,FALSE,None,white,11,FALSE,FALSE,FALSE
CZ9834-100,10.5,Jordan 1 Mid White Black Cyber Pink,2021-05-09T23:20:07Z,120,is_new,stockx,men,Jordan,Air Jordan 1,White/Black-Cyber-Pink,125,11-05-2020,FALSE,None,white,10.5,FALSE,FALSE,FALSE
921826-101,12,Nike Air Max 97 Triple White Wolf Grey (2017/2023),2021-05-09T23:20:22Z,187,is_new,stockx,men,Nike,Air Max 97,White/Wolf Grey-Black,160,01-05-2023,FALSE,None,white,12,FALSE,FALSE,FALSE
310805-023,9,Jordan 10 Retro Cool Grey,2021-05-09T23:20:36Z,230,is_new,stockx,men,Jordan,Air Jordan 10,Cool Grey/Black-Infrared,170,25-01-2014,FALSE,None,grey,9,FALSE,FALSE,FALSE
DA1469-001,10,Nike Dunk Low Ceramic (2020),2021-05-09T23:20:39Z,339,is_new,stockx,men,Nike,Dunk,Black/Ceramic-Nori,100,19-11-2020,FALSE,None,black,10,FALSE,FALSE,FALSE
EE5718,5.5,adidas Ozweego Grey Four (Women's),2021-05-09T23:20:44Z,125,is_new,stockx,women,adidas,Ozweego,Grey Four/Clear Brown/Ash Silver,110,15-10-2019,FALSE,None,grey,5.5,FALSE,FALSE,FALSE
CU1727-700,6.5,Nike Dunk Low Brazil (2020),2021-05-09T23:21:02Z,475,is_new,stockx,men,Nike,Dunk,Varsity Maize/Pine Green-White,100,21-05-2020,FALSE,None,yellow,6.5,FALSE,FALSE,FALSE
555088-060,10,Jordan 1 Retro High Black Satin Gym Red,2021-05-09T23:21:32Z,165,is_new,stockx,men,Jordan,Air Jordan 1,Black/Gym Red-Black-White,170,18-01-2020,FALSE,None,black,10,FALSE,FALSE,FALSE
553560-130,4.5Y,Jordan 1 Low Triple White Tumbled Leather (GS),2021-05-09T23:21:35Z,98,is_new,stockx,child,Nike,Air Jordan 1,White/White-White,75,05-04-2021,FALSE,None,white,4.5,FALSE,FALSE,FALSE
DH3228-103,12,Nike SB Dunk Low Supreme Stars Barkroot Brown (2021),2021-05-09T23:21:59Z,1387,is_new,stockx,men,Nike,Dunk SB,Barkroot Brown/Metallic Gold-White,110,04-03-2021,TRUE,supreme,brown,12,FALSE,FALSE,FALSE
DH4059-100,9,Nike Air Max 1 LV8 Obsidian,2021-05-09T23:22:02Z,194,is_new,stockx,men,Nike,Air Max 1,White/Obsidian-Wolf Grey-Black,140,22-01-2021,FALSE,None,grey,9,FALSE,FALSE,FALSE
ML2002RE,11,New Balance 2002R Bone Light Aluminum,2021-05-09T23:22:13Z,160,is_new,stockx,men,New Balance,2002R,Bone/Light Aluminum,140,01-09-2020,FALSE,None,brown,11,FALSE,FALSE,FALSE
CZ0337-400,10,Nike Air Force 1 Low Psychic Blue,2021-05-09T23:22:16Z,164,is_new,stockx,men,Nike,Air Force 1,Psychic Blue/Psychic Blue-Football Grey,110,11-06-2021,FALSE,None,blue,10,FALSE,FALSE,FALSE
CZ3775-900,11,Nike Blazer Mid 77 Flyleather Ruohan Wang,2021-05-09T23:22:25Z,145,is_new,stockx,men,Nike,Blazer,Multi-Color/Multi-Color,110,24-09-2020,TRUE,alexander wang,green,11,FALSE,FALSE,FALSE
FY1085,9,adidas Rivalry Low Human Made Sand,2021-05-09T23:22:58Z,170,is_new,stockx,men,adidas,Rivalry,Sand/Cloud White/Supplier Colour,150,06-08-2020,FALSE,None,white,9,FALSE,FALSE,FALSE
CD8178-001,8W,Nike Vapor Street Off-White Black Laser Fuchsia (Women's),2021-05-09T23:23:09Z,239,is_new,stockx,women,Nike,Vapor Street,Black/White-Black-Laser Fuchsia,190,14-11-2019,TRUE,virgil abloh,black,8,FALSE,FALSE,FALSE
CJ6951-700/CJ6950-700,14,Nike Kyrie 5 Spongebob Squarepants,2021-05-09T23:23:16Z,200,is_new,stockx,men,Nike,Nike Kyrie 5,Opti Yellow/Opti Yellow,130,10-08-2019,TRUE,spongebob,yellow,14,FALSE,FALSE,FALSE
942836-002,13,Nike Free Rn 2018 Black Anthracite,2021-05-09T23:23:25Z,66,is_new,stockx,men,Nike,Free 2018,Black/Anthracite,100,16-02-2018,FALSE,None,black,13,FALSE,FALSE,FALSE
CU8591-100,7.5,Nike Air Force 1 Low Shadow Sail (Women's),2021-05-09T23:23:40Z,154,is_new,stockx,women,Nike,Air Force 1,Sail/Photo Blue/Royal Blue/University Red,110,21-09-2020,FALSE,None,brown,7.5,FALSE,FALSE,FALSE
CV8122-101,8,Jordan MA2 Ultramarine,2021-05-09T23:23:51Z,104,is_new,stockx,men,Jordan,Jordan MA2,White/Black-Ultramarine,150,18-03-2021,FALSE,None,white,8,FALSE,FALSE,FALSE
CD6615-100,9,Nike Air Max 270 SE Summit White,2021-05-09T23:24:17Z,122,is_new,stockx,men,Nike,Air Max 270 React,Summit White/Vast Grey/Smoke Grey/Metallic Gold,170,18-02-2020,FALSE,None,grey,9,FALSE,FALSE,FALSE
314194-117,9C,Nike Air Force 1 Triple White (TD),2021-05-09T23:24:22Z,60,is_new,stockx,toddler,Nike,Air Force 1,White/White,45,22-06-2020,FALSE,None,white,9,FALSE,FALSE,FALSE
BQ6817-100,11,Nike SB Dunk Low Pro Hennessy,2021-05-09T23:24:29Z,334,is_new,stockx,men,Nike,Dunk SB,Muslin/Black-Muslin,100,01-04-2020,FALSE,None,black,11,FALSE,FALSE,FALSE
314194-117,9C,Nike Air Force 1 Triple White (TD),2021-05-09T23:24:47Z,60,is_new,stockx,toddler,Nike,Air Force 1,White/White,45,22-06-2020,FALSE,None,white,9,FALSE,FALSE,FALSE
CT8532-104,18,Jordan 3 Retro UNC (2020),2021-05-09T23:24:49Z,249,is_new,stockx,men,Jordan,Air Jordan 3,White/Valor Blue-Tech Grey,190,07-03-2020,FALSE,None,white,18,FALSE,FALSE,FALSE
DD8489-161,10.5,Nike Blazer Mid 77 Vintage Zig Zag,2021-05-09T23:25:04Z,120,is_new,stockx,men,Nike,Blazer,White/Sail-Summit White-Bright Crimson,100,26-01-2021,FALSE,None,white,10.5,FALSE,FALSE,FALSE
CW1140-100,7W,Jordan 1 Mid SE Multi-Color (Women's),2021-05-09T23:25:14Z,270,is_new,stockx,women,Jordan,Air Jordan 1,White/Black-Lightbulb-Team Orange,125,09-04-2020,FALSE,None,white,7,FALSE,FALSE,FALSE
CZ3624-001,9,Nike Air Max 95 NRG LeBron Lakers,2021-05-09T23:25:14Z,229,is_new,stockx,men,Nike,Air Max 95,Black/White-Amarillo-Court Purple,200,26-04-2021,FALSE,None,black,9,FALSE,FALSE,FALSE
CJ6200-001/BV7406-001,10,Nike Air Max 2 Light Atmos,2021-05-09T23:25:20Z,137,is_new,stockx,men,Nike,Nike Air Max 2 Light,Black/Bright Crimson,160,05-04-2019,TRUE,None,black,10,FALSE,FALSE,FALSE
FY8683,12,adidas Forum 84 Low Crew Green,2021-05-09T23:25:49Z,106,is_new,stockx,men,adidas,Forum,White/Crew Green-Wild Pine,100,01-04-2021,FALSE,None,green,12,FALSE,FALSE,FALSE
849558-201,8.5,Nike Air VaporMax Khaki,2021-05-09T23:25:57Z,240,is_new,stockx,men,Nike,Air VaporMax,Khaki/Black-Anthracite-Pale Grey,190,30-11-2017,FALSE,None,black,8.5,FALSE,FALSE,FALSE
AT2863-001,14,Nike Zoom Pegasus Turbo 2 Black Gunsmoke,2021-05-09T23:26:25Z,105,is_new,stockx,men,Nike,Zoom Pegasus Turbo,Black/White-Gunsmoke-Atmosphere Grey,180,11-07-2019,FALSE,None,black,14,FALSE,FALSE,FALSE
MS574TDT,9,New Balance 574 TDS Grey,2021-05-09T23:26:48Z,251,is_new,stockx,men,New Balance,574,Grey/Dune,285,07-05-2021,FALSE,None,grey,9,FALSE,FALSE,FALSE
806771-001,12,Nike Air Max 2016 Black Dark Grey,2021-05-09T23:27:15Z,155,is_new,stockx,men,Nike,Air Max 2016,Black/White-Dark Grey,190,01-04-2016,FALSE,None,black,12,FALSE,FALSE,FALSE
D97052,9,adidas Deerupt Dragon Ball Z Son Gohan,2021-05-09T23:27:57Z,368,is_new,stockx,men,adidas,Deerupt,Shock Purple/Red Night/Shock Yellow,100,24-11-2018,FALSE,None,purple,9,FALSE,FALSE,FALSE
CJ7197-102,10,Nike Air Max 90 Undefeated White Blue Fury,2021-05-09T23:28:00Z,125,is_new,stockx,men,Nike,Air Max 90,White/Blue Fury,150,27-12-2019,FALSE,None,white,10,FALSE,FALSE,FALSE
CV9388-100,6W,Jordan 4 Retro Off-White Sail (Women's),2021-05-09T23:28:07Z,1100,is_new,stockx,women,Jordan,Air Jordan 4,Sail/Muslin-White-Black,200,25-07-2020,TRUE,virgil abloh,white,6,FALSE,FALSE,FALSE
CI0051-600,12,Nike Air Force 1 Flyknit 2.0 University Red Black,2021-05-09T23:28:08Z,95,is_new,stockx,men,Nike,Air Force 1,University Red/Wolf Grey-White-Black,110,01-07-2020,FALSE,None,grey,12,FALSE,FALSE,FALSE
CT1003-200,8.5W,Jordan Delta SP Vachetta Tan (Women's),2021-05-09T23:28:12Z,115,is_new,stockx,women,Jordan,Jordan Delta,Vachetta Tan/Mint-Sail,150,29-04-2020,FALSE,None,green,8.5,FALSE,FALSE,FALSE
3022946-001,10.5,Under Armour HOVR Summit Fat Tire Black Halo Grey,2021-05-09T23:28:14Z,281,is_new,stockx,men,Under Armour,Under Armour HOVR Summit Fat Tire,Black/Halo Gray-Halo Gray,170,01-10-2020,FALSE,None,black,10.5,FALSE,FALSE,FALSE
DH4300-001,12.5,Nike Air VaporMax Plus Orlando Magic,2021-05-09T23:28:33Z,319,is_new,stockx,men,Nike,Air VaporMax Plus,Black/Royal-White,200,04-02-2021,FALSE,None,black,12.5,FALSE,FALSE,FALSE
AC7034,9.5,adidas Human Race NMD Pharrell Holi Festival (Chalk Coral),2021-05-09T23:28:39Z,259,is_new,stockx,men,adidas,NMD Human Race,Chalk Coral/Flash Green-Lab Purple,250,16-03-2018,TRUE,pharrell williams,white,9.5,FALSE,FALSE,FALSE
CU9225-100,10,Nike Air Force 1 Low Supreme White,2021-05-09T23:28:48Z,194,is_new,stockx,men,Nike,Air Force 1,White/White-White,96,05-03-2020,TRUE,supreme,white,10,FALSE,FALSE,FALSE
CU9225-100,11,Nike Air Force 1 Low Supreme White,2021-05-09T23:28:54Z,167,is_new,stockx,men,Nike,Air Force 1,White/White-White,96,05-03-2020,TRUE,supreme,white,11,FALSE,FALSE,FALSE
878068-100,9W,Nike Air Presto White (Women's),2021-05-09T23:28:56Z,165,is_new,stockx,women,Nike,Air Presto,White/Pure Platinum-White,120,01-01-2016,FALSE,None,white,9,FALSE,FALSE,FALSE
365772-03,6.5W,Puma Fur Slide Rihanna Fenty Cool Blue (Women's),2021-05-09T23:29:18Z,114,is_new,stockx,women,Puma,Fenty Slide,Cool Blue/Cool Blue,80,23-06-2017,TRUE,None,blue,6.5,FALSE,FALSE,FALSE
604133-050,11,Nike Air Max Plus Triple Black,2021-05-09T23:29:26Z,143,is_new,stockx,men,Nike,Air Max Plus,Black/Black-Black,150,20-12-2017,FALSE,None,black,11,FALSE,FALSE,FALSE
CM8110,13,adidas Ultra Boost 4.0 Black Multi-Color NYC Bodegas,2021-05-09T23:29:35Z,199,is_new,stockx,men,adidas,UltraBoost,Core Black/Carbon/Ash Silver,180,01-09-2018,FALSE,None,black,13,FALSE,FALSE,FALSE
832819-101,8.5,Jordan 2 Retro Low Chicago (2016),2021-05-09T23:29:59Z,225,is_new,stockx,men,Jordan,Air Jordan 2,White/Black-Varsity Red,160,21-05-2016,FALSE,None,white,8.5,FALSE,FALSE,FALSE
BQ6806-103,7,Nike Blazer Mid 77 Vintage Racer Blue,2021-05-09T23:30:07Z,116,is_new,stockx,men,Nike,Blazer,Summit White/Racer Blue-Sail,100,08-10-2019,FALSE,None,white,7,FALSE,FALSE,FALSE
CW5883-002,11,Nike Go FlyEase Black,2021-05-09T23:30:17Z,285,is_new,stockx,men,Nike,Go FlyEase,Black/Anthracite/Racer Blue,120,15-02-2021,FALSE,None,black,11,FALSE,FALSE,FALSE
CW5595-001,7W,Nike Air Max 97 Leopard (Women's),2021-05-09T23:30:57Z,161,is_new,stockx,women,Nike,Air Max 97,Desert Sand/White/Peach Cream,170,22-03-2021,FALSE,None,cream,7,FALSE,FALSE,FALSE
DC1411-001,7,Nike Air Max 2 CB 94 Triple Black (2020),2021-05-09T23:31:06Z,315,is_new,stockx,men,Nike,Air Max 2 CB 94,Black/Black-Black,160,01-10-2020,FALSE,None,black,7,FALSE,FALSE,FALSE
CT0979-300,7.5W,Jordan 1 High Zoom Air CMFT Stadium Green (Women's),2021-05-09T23:31:08Z,240,is_new,stockx,women,Jordan,Air Jordan 1,Stadium Green/White-Black,140,03-03-2021,FALSE,None,green,7.5,FALSE,FALSE,FALSE
CI0919-100,11W,Nike Air Force 1 Low Shadow Triple White (Women's),2021-05-09T23:31:11Z,92,is_new,stockx,women,Nike,Air Force 1,White/White/White,120,03-10-2019,FALSE,None,white,11,FALSE,FALSE,FALSE
CT8528-002,11,Jordan 7 Retro Neutral Grey,2021-05-09T23:31:18Z,151,is_new,stockx,men,Jordan,Air Jordan 7,Neutral Grey/Summit White-Pink Foam-Summit White,250,08-04-2020,FALSE,None,white,11,FALSE,FALSE,FALSE
CJ1621-100,11,Nike Air Max 1 Puerto Rico (2019),2021-05-09T23:31:50Z,175,is_new,stockx,men,Nike,Air Max 1,White/Gym Red-Racer Blue,140,01-06-2019,FALSE,None,white,11,FALSE,FALSE,FALSE
DC5185-133,12,Nike Blazer Mid 77 Dia de los Muertos,2021-05-09T23:31:57Z,129,is_new,stockx,men,Nike,Blazer,Summit White/Black,110,15-10-2020,FALSE,None,white,12,FALSE,FALSE,FALSE
DD0338-300,9,Nike Air Max Pre-Day Light Liquid Lime,2021-05-09T23:32:00Z,145,is_new,stockx,men,Nike,Air Max Pre-Day,Light Liquid Lime/Black-Pistachio Frost,130,26-03-2021,FALSE,None,green,9,FALSE,FALSE,FALSE
DD8557-100,11.5,Nike Air Max 2 CB 94 White Varsity Purple (2021),2021-05-09T23:32:04Z,182,is_new,stockx,men,Nike,Air Max 2 CB 94,White/Old Royal-Black,160,15-02-2021,FALSE,None,white,11.5,FALSE,FALSE,FALSE
CV9499-100,11,Nike SB Dunk High Sail Bright Crimson,2021-05-09T23:32:25Z,205,is_new,stockx,men,Nike,Dunk SB,Sail/Bright Crimson,110,01-06-2020,FALSE,None,red,11,FALSE,FALSE,FALSE
CK6637-002,11,Jordan 1 Retro High Zoom Zen Green,2021-05-09T23:32:44Z,174,is_new,stockx,men,Jordan,Air Jordan 1,Black/Black-Tomatillo-Rage-Green,175,14-08-2020,FALSE,None,black,11,FALSE,FALSE,FALSE
CV1754-600,5,Nike Air Force 1 Low Experimental Racer Pink,2021-05-09T23:32:52Z,244,is_new,stockx,men,Nike,Air Force 1,Racer Pink/Arctic Punch-Sail-Opti Yellow,120,07-02-2021,FALSE,None,pink,5,FALSE,FALSE,FALSE
DD5481-735,9.5,Nike Air Max 90 Fried Chicken,2021-05-09T23:32:54Z,139,is_new,stockx,men,Nike,Air Max 90,Speed Yellow/Shimmer-White-Siren Red-Black-Pure Platinum,140,19-03-2021,FALSE,None,white,9.5,FALSE,FALSE,FALSE
DJ2739-100,13,Nike Air Force 1 Low White Gum,2021-05-09T23:32:58Z,125,is_new,stockx,men,Nike,Air Force 1,White/Gum,120,31-03-2021,FALSE,None,white,13,FALSE,FALSE,FALSE
CT1091-400,12,Nike Air Max 2090 Laser Blue,2021-05-09T23:33:07Z,150,is_new,stockx,men,Nike,Air Max 2090,Laser Blue/Black-Vast Grey-White,150,08-08-2020,FALSE,None,blue,12,FALSE,FALSE,FALSE
FZ2734,10.5,adidas Ultra Boost DNA Python,2021-05-09T23:33:18Z,179,is_new,stockx,men,adidas,UltraBoost,Supplier Colour/Core Black/Bliss,180,08-12-2020,FALSE,None,black,10.5,FALSE,FALSE,FALSE
VN0A33TASHM,6.5,Vans Authentic Comme des Garcons White Heel Tab,2021-05-09T23:33:26Z,219,is_new,stockx,men,Vans,Authentic,White/Black,110,27-10-2018,TRUE,comme des garçons,white,6.5,FALSE,FALSE,FALSE
DH9532-201,13,Nike Air Huarache Escape (2021),2021-05-09T23:33:30Z,153,is_new,stockx,men,Nike,Huarache,Bisque/Storm Grey-Rope-Black,120,16-04-2021,FALSE,None,black,13,FALSE,FALSE,FALSE
BV6376-400,5Y,Nike Air Max 270 South Beach (GS),2021-05-09T23:34:07Z,145,is_new,stockx,child,Nike,Air Max 270,Light Blue Fury/Black-Laser Fuchsia,130,01-02-2019,FALSE,None,black,5,FALSE,FALSE,FALSE
CV1727-001,10,Nike SB Dunk High Pro Orange Label Smoke Grey,2021-05-09T23:34:21Z,202,is_new,stockx,men,Nike,Dunk,Smoke Grey/Smoke Grey-Gum,110,01-03-2021,FALSE,None,grey,10,FALSE,FALSE,FALSE
921826-101,12,Nike Air Max 97 Triple White Wolf Grey (2017/2023),2021-05-09T23:34:25Z,187,is_new,stockx,men,Nike,Air Max 97,White/Wolf Grey-Black,160,01-05-2023,FALSE,None,white,12,FALSE,FALSE,FALSE
169072C,7,Converse Chuck Taylor All-Star 70 Hi Scooby-Doo The Mystery Machine,2021-05-09T23:34:45Z,169,is_new,stockx,men,Converse,Chuck 70,Pool Blue/Sulfur Spring-Egret,110,15-05-2020,FALSE,None,blue,7,FALSE,FALSE,FALSE
DD1381-300,12.5,Nike Air Huarache Stussy Dark Olive (2021),2021-05-09T23:34:50Z,200,is_new,stockx,men,Nike,Huarache,Dark Olive/White-Varsity Maize-Ivory,120,12-02-2021,TRUE,stüssy,green,12.5,FALSE,FALSE,FALSE
CT1966-400,6Y,Nike Air Max 90 FP Aura Sapphire (GS),2021-05-09T23:34:53Z,130,is_new,stockx,child,Nike,Air Max 90,Aura/Sapphire-Aurora-White,110,24-04-2020,FALSE,None,white,6,FALSE,FALSE,FALSE
CQ9597-401,11,Jordan 4 Retro Winterized Loyal Blue,2021-05-09T23:35:00Z,295,is_new,stockx,men,Jordan,Air Jordan 4,Loyal Blue/White-Habanero Red-Black,200,21-12-2019,FALSE,None,blue,11,FALSE,FALSE,FALSE
314192-117,6.5Y,Nike Air Force 1 Low White (GS),2021-05-09T23:35:01Z,75,is_new,stockx,child,Nike,Air Force 1,White/White,80,01-01-2014,FALSE,None,white,6.5,FALSE,FALSE,FALSE
CZ3624-001,9,Nike Air Max 95 NRG LeBron Lakers,2021-05-09T23:35:05Z,233,is_new,stockx,men,Nike,Air Max 95,Black/White-Amarillo-Court Purple,200,26-04-2021,FALSE,None,black,9,FALSE,FALSE,FALSE
DC1746-100,7W,Nike Blazer Mid 77 Infinite Kumquat (Women's),2021-05-09T23:35:05Z,100,is_new,stockx,women,Nike,Blazer,White/Aurora Green/Bright Crimson/Kumquat,110,20-10-2020,FALSE,None,white,7,FALSE,FALSE,FALSE
DB5074-101,11.5,Nike Air Max 1 Mystic Dates,2021-05-09T23:35:10Z,168,is_new,stockx,men,Nike,Air Max 1,White/Mystic Dates-Wolf Grey-Black,130,30-09-2020,FALSE,None,grey,11.5,FALSE,FALSE,FALSE
FW7089,11.5,adidas Ultra 4D Black Purple,2021-05-09T23:35:32Z,222,is_new,stockx,men,adidas,Ultra 4D,Core Black/Core Black/Gold Metallic,220,13-08-2020,FALSE,None,black,11.5,FALSE,FALSE,FALSE
FZ4724,7,adidas Superstar Sean Wotherspoon Superearth,2021-05-09T23:35:38Z,191,is_new,stockx,men,adidas,Superstar,Cloud White/Cloud White/Off White,110,29-08-2020,TRUE,None,white,7,FALSE,FALSE,FALSE
414571-108,11,Jordan 13 Retro Starfish,2021-05-09T23:35:44Z,220,is_new,stockx,men,Jordan,Air Jordan 13,White/White-Starfish-Black,190,16-01-2021,FALSE,None,white,11,FALSE,FALSE,FALSE
GZ3088,8.5,adidas ZX 8000 Sean Wotherspoon Superearth,2021-05-09T23:35:56Z,168,is_new,stockx,men,adidas,ZX 8000,Supplier Colour/Supplier Colour/Supplier Colour,140,16-04-2021,TRUE,None,green,8.5,FALSE,FALSE,FALSE
CJ5378-700,9.5,Nike SB Dunk Low Grateful Dead Bears Opti Yellow,2021-05-09T23:36:38Z,870,is_new,stockx,men,Nike,Dunk SB,Opti Yellow/Blue Fury,110,24-07-2020,FALSE,None,yellow,9.5,FALSE,FALSE,FALSE
FY8852,10,adidas ZX 8000 Bape Undefeated Black,2021-05-09T23:36:38Z,168,is_new,stockx,men,adidas,ZX 8000,Black/Black/White,140,14-11-2020,TRUE,bathing ape,black,10,FALSE,FALSE,FALSE
DH4059-100,12,Nike Air Max 1 LV8 Obsidian,2021-05-09T23:36:51Z,170,is_new,stockx,men,Nike,Air Max 1,White/Obsidian-Wolf Grey-Black,140,22-01-2021,FALSE,None,grey,12,FALSE,FALSE,FALSE
CD0458-002,10,Nike Kobe AD NXT FF Queen,2021-05-09T23:36:54Z,229,is_new,stockx,men,Nike,Kobe A.D. NXT 360,Multi-Color/Black,200,08-11-2019,TRUE,kobe bryant,black,10,FALSE,FALSE,FALSE
162973C,12,Converse Chuck Taylor All-Star 70 Hi Comme des Garcons Play Multi-Heart Green,2021-05-09T23:36:55Z,110,is_new,stockx,men,Converse,Chuck 70,Green/Red-Egret,145,21-09-2018,TRUE,comme des garçons,white,12,FALSE,FALSE,FALSE
CK4348-007,12,Jordan 3 Retro Tinker Black Cement Gold,2021-05-09T23:37:10Z,249,is_new,stockx,men,Jordan,Air Jordan 3,Black/Cement Grey-Metallic Gold,200,27-07-2019,FALSE,None,black,12,FALSE,FALSE,FALSE
CT3449-600,9.5W,Nike Air Max 90 PRM Platinum Crimson/Bright Purple (Women's),2021-05-09T23:37:23Z,186,is_new,stockx,women,Nike,Air Max 90,Platinum Crimson/Bright Purple,150,15-11-2019,FALSE,None,white,9.5,FALSE,FALSE,FALSE
AO9944-111,8,Jordan 1 Low White (Women's),2021-05-09T23:37:28Z,140,is_new,stockx,women,Nike,Air Jordan 1,White/White/White,90,02-04-2020,FALSE,None,white,8,FALSE,FALSE,FALSE
378038-117,6Y,Jordan 11 Retro Legend Blue (2014) (GS),2021-05-09T23:37:54Z,359,is_new,stockx,child,Jordan,Air Jordan 11,White/Black-Legend Blue,150,20-12-2014,FALSE,None,white,6,FALSE,FALSE,FALSE
GZ5555,12K,adidas Yeezy Slide Pure (Kids),2021-05-09T23:37:59Z,127,is_new,stockx,child,adidas,Yeezy Slides,Pure/Pure/Pure,50,26-04-2021,TRUE,kanye west,brown,12,FALSE,FALSE,FALSE
CU1816-100,12.5,Nike Air Max 90 NRG Bacon (2021),2021-05-09T23:38:10Z,200,is_new,stockx,men,Nike,Air Max 90,Sail-Sheen-Straw-Medium Brown,140,26-03-2021,FALSE,None,brown,12.5,FALSE,FALSE,FALSE
