SKU,SIZE,NAME,SOLD_AT,SOLD_PRICE,CONDITION,SOURCE,GENDER,BRAND,SILHOUETTE,COLORWAY,RETAILPRICE,RELEASEDATE,IS_COLLAB,COLLABORATOR,COLOR,SIZE_VALUE,IS_WIDE,IS_UK,IS_EU
GY0374,11.5,adidas Yeezy Desert Boot Taupe Blue,2021-05-09T15:01:45Z,375,is_new,stockx,men,adidas,Yeezy Desert Boot,Taupe/Taupe/Blue,200,29-03-2021,TRUE,kanye west,blue,11.5,FALSE,FALSE,FALSE
164024C,6,Converse One Star Ox Golf Le Fleur Industrial Pack Barely Blue,2021-05-09T15:01:46Z,200,is_new,stockx,men,Converse,One Star,BARELY BLUE/PATRIOT/EGRET,110,23-02-2019,TRUE,"tyler, the creator",blue,6,FALSE,FALSE,FALSE
CV1727-001,10,Nike SB Dunk High Pro Orange Label Smoke Grey,2021-05-09T15:01:53Z,204,is_new,stockx,men,Nike,Dunk,Smoke Grey/Smoke Grey-Gum,110,01-03-2021,FALSE,None,grey,10,FALSE,FALSE,FALSE
CT2868-100,13,Nike Air VaporMax EVO White,2021-05-09T15:02:09Z,260,is_new,stockx,men,Nike,Air VaporMax EVO,White/White-Grey,200,07-04-2021,FALSE,None,white,13,FALSE,FALSE,FALSE
AO0300-300,11.5,Nike SB Air Force 2 Low Escape,2021-05-09T15:02:11Z,211,is_new,stockx,men,Nike,Air Force 2,Lichen Brown/Black-White-Phantom,95,01-06-2018,FALSE,None,black,11.5,FALSE,FALSE,FALSE
AT6174-002,8W,Nike Air Max 270 React Bauhaus (Women's),2021-05-09T15:02:27Z,165,is_new,stockx,women,Nike,Air Max 270 React,Phantom/Black-Light Blue-University Red-Dynamic Yellow-Pistachio Frost,150,03-07-2019,FALSE,None,black,8,FALSE,FALSE,FALSE
CW7183-100,9W,Jordan 4 Retro Starfish (Women's),2021-05-09T15:02:30Z,250,is_new,stockx,women,Jordan,Air Jordan 4,Sail/Black-Starfish-Light Smoke Grey,200,22-01-2021,FALSE,None,grey,9,FALSE,FALSE,FALSE
AR9293-006,7.5W,Nike Air Max 720 Triple Black (Women's),2021-05-09T15:02:34Z,116,is_new,stockx,women,Nike,Air Max 720,Black/Black-Black,180,10-05-2019,FALSE,None,black,7.5,FALSE,FALSE,FALSE
DC1478-100,11.5,"Nike Air Max 1 Live Together, Play Together",2021-05-09T15:03:05Z,213,is_new,stockx,men,Nike,Air Max 1,White/Photon Dust-Astronomy Blue-Chile Red,140,10-12-2020,FALSE,None,white,11.5,FALSE,FALSE,FALSE
VN0A38F7OEK,8.5,Vans Classic Slip-On Karl Lagerfeld Black White,2021-05-09T15:03:09Z,149,is_new,stockx,men,Vans,Slip-On,Chain/Karl Quilt,100,07-09-2017,FALSE,None,grey,8.5,FALSE,FALSE,FALSE
BQ6817-003,5.5,Nike SB Dunk Low Black Washed Coral,2021-05-09T15:03:48Z,369,is_new,stockx,men,Nike,Dunk SB,Black/Washed Coral-Black,90,15-05-2019,FALSE,None,black,5.5,FALSE,FALSE,FALSE
CP9652,12.5,adidas Yeezy Boost 350 V2 Black Red (2017/2020),2021-05-09T15:03:50Z,517,is_new,stockx,men,adidas,Yeezy Boost 350,Core Black/Core Black/Red,220,11-02-2017,TRUE,kanye west,black,12.5,FALSE,FALSE,FALSE
CN1085-200,5Y,Jordan 6 Retro Travis Scott (GS),2021-05-09T15:04:10Z,421,is_new,stockx,child,Jordan,Air Jordan 6,Medium Olive/Black-Sail-University Red,160,11-10-2019,TRUE,None,green,5,FALSE,FALSE,FALSE
AQ2567-001,6,Nike Air Max Tailwind 4 Resin,2021-05-09T15:04:13Z,160,is_new,stockx,men,Nike,Air Max Tailwind 4,Metro Grey/White-Resin-White-Machine Grey-Reflect Silver,170,30-05-2019,FALSE,None,grey,6,FALSE,FALSE,FALSE
AJ6910-601,11W,Nike Air VaporMax Flyknit 3 Flash Crimson (Women's),2021-05-09T15:04:24Z,330,is_new,stockx,women,Nike,Air VaporMax,Flash Crimson/Black-Cool Grey-Blue Fury,190,09-03-2019,FALSE,None,black,11,FALSE,FALSE,FALSE
FY3731,5K,adidas Yeezy Boost 700 MNVN Bone (Infant),2021-05-09T15:04:25Z,180,is_new,stockx,toddler,adidas,Yeezy Boost 700,Bone/Bone/Bone,140,11-07-2020,TRUE,kanye west,white,5,FALSE,FALSE,FALSE
CQ0936-001,7,Nike Air Tech Challenge 2 Black Lava (2020),2021-05-09T15:04:26Z,103,is_new,stockx,men,Nike,Air Tech Challenge 2,Black/Hot Lava-White-Granite,130,06-03-2020,FALSE,None,black,7,FALSE,FALSE,FALSE
CT2253-100,9.5,Nike Air Force 1 Low Removable Swoosh Pack White Vachetta Tan,2021-05-09T15:05:17Z,281,is_new,stockx,men,Nike,Air Force 1,White/Obsidian-Vachetta Tan-White,110,01-07-2019,FALSE,None,white,9.5,FALSE,FALSE,FALSE
378038-061,6.5Y,Jordan 11 Retro Playoffs Bred (2019) (GS),2021-05-09T15:05:24Z,300,is_new,stockx,child,Jordan,Air Jordan 11,Black/White-Varsity Red,170,14-12-2019,FALSE,None,black,6.5,FALSE,FALSE,FALSE
487471-104,8.5,Jordan 14 Retro White Hyper Royal,2021-05-09T15:05:36Z,267,is_new,stockx,men,Jordan,Air Jordan 14,White/Black-Hyper Royal,190,19-09-2020,FALSE,None,white,8.5,FALSE,FALSE,FALSE
852542-012,9.5,Jordan 1 Mid Nylon Black Anthracite,2021-05-09T15:05:36Z,200,is_new,stockx,men,Jordan,Air Jordan 1,Black/Anthracite-White,120,10-06-2019,FALSE,None,black,9.5,FALSE,FALSE,FALSE
BD7654,10,adidas Yung-1 White Orange Royal,2021-05-09T15:05:38Z,45,is_new,stockx,men,adidas,Yung-1,Crystal White/Clear Orange-Collegiate Royal,120,01-03-2019,FALSE,None,white,10,FALSE,FALSE,FALSE
FZ3620,9.5,adidas Ultra Boost DNA Manchester United,2021-05-09T15:05:50Z,135,is_new,stockx,men,adidas,UltraBoost,Burgundy/Pink/Black,180,11-08-2020,FALSE,None,red,9.5,FALSE,FALSE,FALSE
378037-623,12,Jordan 11 Retro Win Like 96,2021-05-09T15:06:11Z,377,is_new,stockx,men,Jordan,Air Jordan 11,Gym Red/Black-White,220,09-12-2017,FALSE,None,red,12,FALSE,FALSE,FALSE
315121-032/CW2290-001,13,Nike Air Force 1 High Triple Black (2017/2020),2021-05-09T15:06:24Z,130,is_new,stockx,men,Nike,Nike Air Force 1 High,Black/Black-Black,100,01-01-2017,FALSE,None,black,13,FALSE,FALSE,FALSE
487471-104,8.5,Jordan 14 Retro White Hyper Royal,2021-05-09T15:06:35Z,267,is_new,stockx,men,Jordan,Air Jordan 14,White/Black-Hyper Royal,190,19-09-2020,FALSE,None,white,8.5,FALSE,FALSE,FALSE
505836-012,8C,Jordan 11 Retro Low Bred (TD),2021-05-09T15:07:02Z,160,is_new,stockx,toddler,Jordan,Air Jordan 11,Black/True Red-White,55,23-05-2015,FALSE,None,black,8,FALSE,FALSE,FALSE
823511-405,16,Nike Air Force 1 Low NBA Royal,2021-05-09T15:07:02Z,200,is_new,stockx,men,Nike,Air Force 1,Game Royal/White,100,12-10-2017,FALSE,None,blue,16,FALSE,FALSE,FALSE
DA1472-100,8.5,Nike Air Max Plus Supreme White,2021-05-09T15:07:40Z,426,is_new,stockx,men,Nike,Air Max Plus,White/Red-White,180,01-11-2020,TRUE,supreme,red,8.5,FALSE,FALSE,FALSE
FY7916,10,adidas 4D Runner AEC,2021-05-09T15:07:51Z,219,is_new,stockx,men,adidas,4D Runner,Crystal White/Cloud White/Super Pink,200,27-11-2020,FALSE,None,black,10,FALSE,FALSE,FALSE
BV7762-300,9,Nike Zoom Pegasus 36 Trail Gore-tex Galactic Jade,2021-05-09T15:07:54Z,100,is_new,stockx,men,Nike,Air Zoom Pegasus 36,Galactic Jade/Black,160,10-10-2019,FALSE,None,green,9,FALSE,FALSE,FALSE
CW7483-001,8,Nike Air Max 90 Vast Grey Pink,2021-05-09T15:08:06Z,126,is_new,stockx,men,Nike,Air Max 90,Vast Grey/Pink-Wolf Grey-String,120,22-07-2020,FALSE,None,grey,8,FALSE,FALSE,FALSE
401811-070,2.5,Jordan 9 Retro Dark Charcoal University Gold (PS),2021-05-09T15:08:11Z,109,is_new,stockx,preschool,Jordan,Air Jordan 9,Black/Dark Charcoal-University Gold,80,30-01-2021,FALSE,None,black,2.5,FALSE,FALSE,FALSE
DA6808-100/DA6806-100,9.5,Nike Kybrid S2 Nike SB Sashiko Pack,2021-05-09T15:08:11Z,167,is_new,stockx,men,Nike,Nike Kybrid S2,Sail/Denim,140,26-09-2020,FALSE,None,cream,9.5,FALSE,FALSE,FALSE
DJ5196-615,7.5,Jordan 1 Low Easter Pastel,2021-05-09T15:08:21Z,123,is_new,stockx,men,Jordan,Air Jordan 1,Teal/Pink/Purple-Yellow,110,20-04-2021,FALSE,None,white,7.5,FALSE,FALSE,FALSE
136027-035,12,Jordan 5 Retro Oreo (2013),2021-05-09T15:08:49Z,276,is_new,stockx,men,Jordan,Air Jordan 5,Black/Cool Grey-White,170,29-11-2013,FALSE,None,black,12,FALSE,FALSE,FALSE
DD1398-300,8,Nike Dunk High SE All-Star (2021),2021-05-09T15:09:12Z,193,is_new,stockx,men,Nike,Dunk,Barely Green/Black,110,09-03-2021,FALSE,None,green,8,FALSE,FALSE,FALSE
CI0987-001,8,Nike Shox TL Skepta,2021-05-09T15:09:28Z,364,is_new,stockx,men,Nike,Shox TL,Black/Metallic Silver-University Red,200,05-09-2019,FALSE,None,black,8,FALSE,FALSE,FALSE
BQ6806-103,10,Nike Blazer Mid 77 Vintage Racer Blue,2021-05-09T15:09:30Z,104,is_new,stockx,men,Nike,Blazer,Summit White/Racer Blue-Sail,100,08-10-2019,FALSE,None,white,10,FALSE,FALSE,FALSE
162050C,10,Converse Chuck Taylor All-Star 70 Hi Black,2021-05-09T15:09:42Z,77,is_new,stockx,men,Converse,Chuck 70,Black/Black-Egret,85,01-01-2018,FALSE,None,black,10,FALSE,FALSE,FALSE
CD5009-600,9,Nike LeBron 17 Low Titan (Heel Characters),2021-05-09T15:10:06Z,88,is_new,stockx,men,Nike,LeBron 17,University Red/Metallic Gold,160,08-08-2020,FALSE,None,red,9,FALSE,FALSE,FALSE
CZ0105-300/CW3985-300,7.5,Nike Kyrie 4 Low Keep Sue Fresh,2021-05-09T15:10:16Z,162,is_new,stockx,men,Nike,Nike Kyrie 4 Low,Green Glow/Peach-Blue,110,12-04-2021,FALSE,None,blue,7.5,FALSE,FALSE,FALSE
CT8527-115,12,Jordan 4 Retro Metallic Purple,2021-05-09T15:10:17Z,477,is_new,stockx,men,Jordan,Air Jordan 4,White/Metallic Silver-Court Purple,190,20-05-2020,FALSE,None,white,12,FALSE,FALSE,FALSE
CK7291-100,10,Nike Air Max Plus Worldwide,2021-05-09T15:10:33Z,218,is_new,stockx,men,Nike,Air Max Plus,White/White-Blue Fury-Black-Volt,170,09-07-2020,FALSE,None,white,10,FALSE,FALSE,FALSE
315121-115/CW2290-111,9.5,Nike Air Force 1 High White,2021-05-09T15:11:19Z,110,is_new,stockx,men,Nike,Nike Air Force 1 High,White/White,100,23-05-2014,FALSE,None,white,9.5,FALSE,FALSE,FALSE
CN8490-100,11,Nike Air Max 90 Recraft Triple White,2021-05-09T15:11:31Z,107,is_new,stockx,men,Nike,Air Max 90,White/Metallic Silver-White-White,120,09-01-2020,FALSE,None,white,11,FALSE,FALSE,FALSE
624041-103,10,Nike Air Foamposite Pro White Black University Red,2021-05-09T15:11:38Z,300,is_new,stockx,men,Nike,Air Foamposite,White/Black-University Red,230,05-03-2020,FALSE,None,white,10,FALSE,FALSE,FALSE
AR6632-005,9.5W,Nike Air VaporMax 2019 South Beach (Women's),2021-05-09T15:11:48Z,144,is_new,stockx,women,Nike,Air VaporMax,Football Grey/Pink Blast-Aurora-Obsidian,190,01-07-2019,FALSE,None,blue,9.5,FALSE,FALSE,FALSE
AV3042-100,11.5,Nike Air Force 1 Flyknit 2 White Pure Platinum,2021-05-09T15:11:53Z,188,is_new,stockx,men,Nike,Air Force 1,White/Pure Platinum-Pure Platinum-White,110,01-05-2019,FALSE,None,white,11.5,FALSE,FALSE,FALSE
CZ9078-784,7.5,Nike Air Max 90 Trail Team Gold,2021-05-09T15:12:15Z,160,is_new,stockx,men,Nike,Air Max 90,Team Gold/Coastal Blue-Camellia-Total Orange,150,16-07-2020,FALSE,None,blue,7.5,FALSE,FALSE,FALSE
640744-200,11,Nike Air Max 98 Pumice,2021-05-09T15:12:29Z,143,is_new,stockx,men,Nike,Air Max 98,Pumice/Plum Chalk-Summit White,160,01-01-2019,FALSE,None,white,11,FALSE,FALSE,FALSE
921948-600,8.5,Nike Air More Uptempo Bulls Hoops Pack (2017/2021),2021-05-09T15:12:32Z,178,is_new,stockx,men,Nike,Nike Air More Uptempo,Varsity Red/Black-White,160,07-04-2017,FALSE,None,red,8.5,FALSE,FALSE,FALSE
370039-01,9,Puma Thunder Disc Les Benjamins,2021-05-09T15:12:32Z,87,is_new,stockx,men,Puma,Puma Thunder Disc,Steel Grey/Asphalt,150,05-10-2019,FALSE,None,grey,9,FALSE,FALSE,FALSE
CZ0105-300/CW3985-300,8,Nike Kyrie 4 Low Keep Sue Fresh,2021-05-09T15:12:33Z,135,is_new,stockx,men,Nike,Nike Kyrie 4 Low,Green Glow/Peach-Blue,110,12-04-2021,FALSE,None,blue,8,FALSE,FALSE,FALSE
DD8458-300,9.5,Nike Air Force 1 Low Shamrock St Patrick's Day (2021),2021-05-09T15:12:33Z,140,is_new,stockx,men,Nike,Air Force 1,White/Green,120,29-04-2021,FALSE,None,white,9.5,FALSE,FALSE,FALSE
AC8205,9.5,adidas Ultra Boost 4.0 Parley Tech Ink (Women's),2021-05-09T15:12:40Z,120,is_new,stockx,women,adidas,UltraBoost,Tech Ink/Carbon/Blue Spirit,180,27-06-2018,FALSE,None,blue,9.5,FALSE,FALSE,FALSE
AH7389-003,9.5W,Jordan 1 Retro High Black Mushroom (Women's),2021-05-09T15:12:45Z,396,is_new,stockx,women,Jordan,Air Jordan 1,Black/Fossil-Pale Ivory-Mushroom,145,01-08-2019,FALSE,None,cream,9.5,FALSE,FALSE,FALSE
AO4971-101,8.5,Nike Air Max 270 React Geometric Art,2021-05-09T15:12:48Z,90,is_new,stockx,men,Nike,Air Max 270 React,White/Black-Bright Violet-Dynamic Yellow,150,16-08-2019,FALSE,None,white,8.5,FALSE,FALSE,FALSE
CW2919-100,10.5,Nike Air Force 1 Low '07 Premium Popcorn,2021-05-09T15:12:49Z,183,is_new,stockx,men,Nike,Air Force 1,Coconut Milk/White-University Red,120,10-03-2021,FALSE,None,red,10.5,FALSE,FALSE,FALSE
AQ9129-200,9.5W,Jordan 4 Retro Fossil (Women's),2021-05-09T15:12:59Z,349,is_new,stockx,women,Jordan,Air Jordan 4,Mushrom/Multi-Color-Black-Fossil-Pale Ivory,190,19-09-2019,FALSE,None,cream,9.5,FALSE,FALSE,FALSE
CZ4627-001,9W,Nike Blazer Mid 77 LX Black White (Women's),2021-05-09T15:13:04Z,100,is_new,stockx,women,Nike,Blazer,Black/Hyper Royal-White,110,15-10-2020,FALSE,None,black,9,FALSE,FALSE,FALSE
CV8821-502,8.5W,Nike Air VaporMax 2020 Dark Razon (Women's),2021-05-09T15:13:07Z,130,is_new,stockx,women,Nike,Air VaporMax,Dark Razon/Pink Blast-Black-Blue Fox,220,05-02-2021,FALSE,None,black,8.5,FALSE,FALSE,FALSE
904234-003,10.5,Nike Dunk Low Black/Black-White,2021-05-09T15:13:08Z,130,is_new,stockx,men,Nike,Dunk,Black/Black-White,90,26-05-2018,FALSE,None,black,10.5,FALSE,FALSE,FALSE
DH9888-600,10,Nike Kobe 6 Protro Challenge Red All-Star (2021),2021-05-09T15:13:28Z,300,is_new,stockx,men,Nike,Zoom Kobe 6,Challenge Red/Black-White,190,15-03-2021,TRUE,kobe bryant,red,10,FALSE,FALSE,FALSE
528895-103,11,Jordan 11 Retro Low Closing Ceremony,2021-05-09T15:13:36Z,305,is_new,stockx,men,Jordan,Air Jordan 11,White/Metallic Gold Coin-Black,170,27-08-2016,FALSE,None,white,11,FALSE,FALSE,FALSE
CJ0277-001,10.5,Nike React Phantom Run Flyknit 2 Black,2021-05-09T15:13:41Z,81,is_new,stockx,men,Nike,React Phantom Run,Black/White,140,07-05-2020,FALSE,None,black,10.5,FALSE,FALSE,FALSE
575441-170,6Y,Jordan 1 Retro High First Class Flight (GS),2021-05-09T15:13:49Z,222,is_new,stockx,child,Jordan,Air Jordan 1,White/Dynamic Yellow-Black,120,26-09-2019,FALSE,None,white,6,FALSE,FALSE,FALSE
942842-701,7.5,Nike Air VaporMax Flyknit 2 Volt Black,2021-05-09T15:13:51Z,175,is_new,stockx,men,Nike,Air VaporMax,Volt/Black-Volt,190,01-03-2019,FALSE,None,black,7.5,FALSE,FALSE,FALSE
BQ7670-160,7,Jordan 4 Retro Fire Red (2020) (TD),2021-05-09T15:14:05Z,72,is_new,stockx,toddler,Jordan,Air Jordan 4,White/Black-Tech Grey-Fire Red,60,28-11-2020,FALSE,None,white,7,FALSE,FALSE,FALSE
H68771,11.5,adidas Yeezy QNTM Barium,2021-05-09T15:14:26Z,207,is_new,stockx,men,adidas,Yeezy Quantum,Barium/Barium/Barium,250,25-06-2020,TRUE,kanye west,black,11.5,FALSE,FALSE,FALSE
CU1816-100,8,Nike Air Max 90 NRG Bacon (2021),2021-05-09T15:14:31Z,140,is_new,stockx,men,Nike,Air Max 90,Sail-Sheen-Straw-Medium Brown,140,26-03-2021,FALSE,None,brown,8,FALSE,FALSE,FALSE
DC2196-100,11,Nike Air Force 1 Low Kindness Day (2020),2021-05-09T15:14:33Z,150,is_new,stockx,men,Nike,Air Force 1,White/Laser Orange-Light Armory Blue Heather-Electro Orange,110,13-11-2020,FALSE,None,orange,11,FALSE,FALSE,FALSE
FZ4540/FZ4541,6Y,adidas NMD R1 Toy Story Woody (GS),2021-05-09T15:14:35Z,190,is_new,stockx,child,adidas,adidas NMD R1,Cloud White/Silver Metallic/Bright Yellow,120,15-10-2020,FALSE,None,white,6,FALSE,FALSE,FALSE
AV3042-100,9.5,Nike Air Force 1 Flyknit 2 White Pure Platinum,2021-05-09T15:14:41Z,210,is_new,stockx,men,Nike,Air Force 1,White/Pure Platinum-Pure Platinum-White,110,01-05-2019,FALSE,None,white,9.5,FALSE,FALSE,FALSE
FZ2560,9.5,adidas Futurecraft 4D Black Linen Green (2021),2021-05-09T15:14:44Z,224,is_new,stockx,men,adidas,Futurecraft 4D,Core Black/Grey Five/Linen Green,220,19-03-2021,FALSE,None,black,9.5,FALSE,FALSE,FALSE
AV2605-701,8,Nike React Presto Breakfast,2021-05-09T15:14:54Z,70,is_new,stockx,men,Nike,React Presto,University Gold/Habanero Red-Mystic Green-Cinder Orange-University Blue-Blue Force,120,23-07-2019,FALSE,None,white,8,FALSE,FALSE,FALSE
136027-602,12,Jordan 5 Retro Red Suede,2021-05-09T15:14:55Z,281,is_new,stockx,men,Jordan,Air Jordan 5,University Red/Black,190,02-07-2017,FALSE,None,red,12,FALSE,FALSE,FALSE
473679-700,12,Nike KD 4 Copper (Christmas),2021-05-09T15:15:04Z,333,is_new,stockx,men,Nike,KD 4,Metallic Bronze/Black-Challenge Red,95,24-12-2011,FALSE,None,black,12,FALSE,FALSE,FALSE
GZ3088,4,adidas ZX 8000 Sean Wotherspoon Superearth,2021-05-09T15:15:17Z,100,is_new,stockx,men,adidas,ZX 8000,Supplier Colour/Supplier Colour/Supplier Colour,140,16-04-2021,TRUE,None,green,4,FALSE,FALSE,FALSE
CV9388-100,9.5W,Jordan 4 Retro Off-White Sail (Women's),2021-05-09T15:15:19Z,1153,is_new,stockx,women,Jordan,Air Jordan 4,Sail/Muslin-White-Black,200,25-07-2020,TRUE,virgil abloh,white,9.5,FALSE,FALSE,FALSE
AR0715-011,8.5W,Jordan 11 Retro Jubilee (Women's),2021-05-09T15:15:33Z,263,is_new,stockx,women,Jordan,Air Jordan 11,Black/Multi-Color-White-Multi-Color,220,12-12-2020,FALSE,None,black,8.5,FALSE,FALSE,FALSE
314193-009,1,Nike Air Force 1 Low Triple Black (2017) (PS),2021-05-09T15:15:50Z,64,is_new,stockx,preschool,Nike,Air Force 1,Black/Black-Black,58,01-01-2017,FALSE,None,black,1,FALSE,FALSE,FALSE
FW7456,12,adidas Samba Jonah Hill Burgundy,2021-05-09T15:15:55Z,81,is_new,stockx,men,adidas,Samba,Burgundy/Burgundy/Burgundy,110,16-09-2020,FALSE,None,red,12,FALSE,FALSE,FALSE
AV5174-600,5.5Y,Jordan 1 Mid SE Red Quilt (GS),2021-05-09T15:15:56Z,100,is_new,stockx,child,Jordan,Air Jordan 1,Gym Red/Dark Beetroot-White-Pink Foam,100,02-12-2020,FALSE,None,white,5.5,FALSE,FALSE,FALSE
CJ7227-800,5.5Y,Nike Kyrie 5 Spongebob Pineapple House (GS),2021-05-09T15:16:11Z,199,is_new,stockx,child,Nike,Kyrie 5,Orange/Green-Blue,110,24-10-2019,TRUE,spongebob,blue,5.5,FALSE,FALSE,FALSE
553560-611,7Y,Jordan 1 Low Gym Red White (GS),2021-05-09T15:16:21Z,240,is_new,stockx,child,Jordan,Air Jordan 1,Gym Red/Gym Red-White,75,01-03-2020,FALSE,None,red,7,FALSE,FALSE,FALSE
FV4526,9,adidas Rivalry Hi Chinese Singles' Day (2019),2021-05-09T15:16:24Z,86,is_new,stockx,men,adidas,Rivalry,Footwear White/Hi-Res Green-Gold Foil,110,14-11-2019,FALSE,None,white,9,FALSE,FALSE,FALSE
CU9225-100,9.5,Nike Air Force 1 Low Supreme White,2021-05-09T15:16:47Z,182,is_new,stockx,men,Nike,Air Force 1,White/White-White,96,05-03-2020,TRUE,supreme,white,9.5,FALSE,FALSE,FALSE
473679-300,11.5,Nike KD 4 Year of the Dragon,2021-05-09T15:16:58Z,302,is_new,stockx,men,Nike,KD 4,Green Abyss/Dark Mango-Current Blue,95,03-02-2012,FALSE,None,blue,11.5,FALSE,FALSE,FALSE
CT4525-001,9,Nike Air Max 97 Black Chile Red Magma Orange,2021-05-09T15:17:09Z,178,is_new,stockx,men,Nike,Air Max 97,Black/Chile Red-Magma Orange-White,170,18-03-2020,FALSE,None,black,9,FALSE,FALSE,FALSE
GZ3088,4,adidas ZX 8000 Sean Wotherspoon Superearth,2021-05-09T15:17:12Z,165,is_new,stockx,men,adidas,ZX 8000,Supplier Colour/Supplier Colour/Supplier Colour,140,16-04-2021,TRUE,None,green,4,FALSE,FALSE,FALSE
EG7492,4.5,adidas Yeezy Boost 350 V2 Trfrm,2021-05-09T15:17:21Z,548,is_new,stockx,men,adidas,Yeezy Boost 350,Grey/Grey/Grey,220,16-03-2019,TRUE,kanye west,grey,4.5,FALSE,FALSE,FALSE
CG7148,8,adidas Ultra Boost Undefeated Performance Running Grey,2021-05-09T15:17:23Z,80,is_new,stockx,men,adidas,UltraBoost,Shift Grey/Cinder/Utility Black,220,09-11-2018,FALSE,None,grey,8,FALSE,FALSE,FALSE
DB2179-101,6.5Y,Nike Dunk High Vast Grey (GS),2021-05-09T15:17:35Z,182,is_new,stockx,child,Nike,Dunk,White/Vast Grey-White,90,14-01-2021,FALSE,None,white,6.5,FALSE,FALSE,FALSE
FZ3465,8.5,adidas Top Ten Hi Star Wars Boba Fett,2021-05-09T15:17:40Z,182,is_new,stockx,men,adidas,Top Ten,Trace Green/Trace Green/Scarlet,110,24-09-2020,FALSE,None,green,8.5,FALSE,FALSE,FALSE
CJ1380-101,13,Nike Air Force 1 Low '07 White Light Bone,2021-05-09T15:18:11Z,161,is_new,stockx,men,Nike,Air Force 1,White/Light Bone/White,90,17-04-2020,FALSE,None,white,13,FALSE,FALSE,FALSE
CN8576-100,1.5,Nike Zoom Freak 2 White Cement (PS),2021-05-09T15:18:17Z,59,is_new,stockx,preschool,Nike,Zoom Freak 2,White/White-University Red-Grey Fog,75,01-10-2020,FALSE,None,white,1.5,FALSE,FALSE,FALSE
CZ1651-001,13,Nike Air Max Plus Black Teal Coral,2021-05-09T15:18:31Z,170,is_new,stockx,men,Nike,Air Max Plus,Black/White-Teal/Coral,160,31-03-2021,FALSE,None,black,13,FALSE,FALSE,FALSE
EE6999,6.5,adidas Ozweego Core Black,2021-05-09T15:18:44Z,131,is_new,stockx,men,adidas,Ozweego,Core Black/Core Black/Grey,110,08-08-2019,FALSE,None,black,6.5,FALSE,FALSE,FALSE
DD9183-001,7.5,Nike Air Force 1 Low Miami Nights,2021-05-09T15:19:04Z,135,is_new,stockx,men,Nike,Air Force 1,Black/Teal/Hot Pink,110,09-02-2021,FALSE,None,black,7.5,FALSE,FALSE,FALSE
AT5630-100,6Y,Nike Air Max 200 White Hyper Pink Black (GS),2021-05-09T15:19:31Z,25,is_new,stockx,child,Nike,Air Max 200,White/Hyper Pink-Photo Blue-Black,100,19-07-2019,FALSE,None,blue,6,FALSE,FALSE,FALSE
CW1589-001,6,Nike Dunk Low Hyper Cobalt (TD),2021-05-09T15:19:32Z,56,is_new,stockx,toddler,Nike,Dunk,Black/Hyper Cobalt/White,65,18-02-2021,FALSE,None,blue,6,FALSE,FALSE,FALSE
833147-002,9,Nike Air Huarache Run Ultra Breathe Pale Grey,2021-05-09T15:19:32Z,118,is_new,stockx,men,Nike,Air Huarache,Pale Grey/Pale Grey-Summit White,130,01-01-2018,FALSE,None,tan,9,FALSE,FALSE,FALSE
CT3228-701,8W,Nike Air Force 1 Low '07 Glow in the Dark (Women's),2021-05-09T15:19:33Z,119,is_new,stockx,women,Nike,Air Force 1,Barely Volt/Black-Black-White,110,25-01-2021,FALSE,None,black,8,FALSE,FALSE,FALSE
162058C,11.5,Converse Chuck Taylor All-Star 70 Ox Black White,2021-05-09T15:19:47Z,51,is_new,stockx,men,Converse,Chuck 70,Black/White-Egret,80,01-01-2018,FALSE,None,black,11.5,FALSE,FALSE,FALSE
DH9532-201,9.5,Nike Air Huarache Escape (2021),2021-05-09T15:20:03Z,115,is_new,stockx,men,Nike,Huarache,Bisque/Storm Grey-Rope-Black,120,16-04-2021,FALSE,None,black,9.5,FALSE,FALSE,FALSE
CW5451-100,10.5,Nike Air Max 95 Aliens,2021-05-09T15:20:09Z,200,is_new,stockx,men,Nike,Air Max 95,White/Cerulean-Magic Ember-Black,180,04-04-2020,FALSE,None,black,10.5,FALSE,FALSE,FALSE
G54855,7K,adidas Yeezy 700 V3 Safflower (Infants),2021-05-09T15:20:19Z,227,is_new,stockx,toddler,adidas,Yeezy 700 V3,Safflower/Safflower/Safflower,140,14-11-2020,TRUE,kanye west,yellow,7,FALSE,FALSE,FALSE
AH8050-005,8,Nike Air Max 270 Triple Black,2021-05-09T15:20:19Z,110,is_new,stockx,men,Nike,Air Max 270,Black/Black-Black,160,16-03-2018,FALSE,None,black,8,FALSE,FALSE,FALSE
136027-401,12,Jordan 5 Retro Blue Suede,2021-05-09T15:20:29Z,285,is_new,stockx,men,Jordan,Air Jordan 5,Game Royal/Black,190,30-09-2017,FALSE,None,blue,12,FALSE,FALSE,FALSE
CT1094-102,9,Nike Air Max Plus White Black Metallic Pewter,2021-05-09T15:20:45Z,302,is_new,stockx,men,Nike,Air Max Plus,White/Black-Metallic Pewter,160,10-04-2020,FALSE,None,white,9,FALSE,FALSE,FALSE
CW2919-100,9.5,Nike Air Force 1 Low '07 Premium Popcorn,2021-05-09T15:21:05Z,204,is_new,stockx,men,Nike,Air Force 1,Coconut Milk/White-University Red,120,10-03-2021,FALSE,None,red,9.5,FALSE,FALSE,FALSE
